kr_text	en_text	source_file	folder_key	status
**개념 추출**: 대화에서 등장한 모든 기술 개념을 빠짐없이 정리한다.	**Concept Extraction**: The comprehensive documentation of all technical concepts identified within the dialogue.	.claude/commands/learning-capture.md	resources	translated
사용자가 이미 알고 있던 것, 새로 배운 것, 혼동한 것을 구분한다.	A distinction is drawn between information already known, newly acquired knowledge, and areas of confusion.	.claude/commands/learning-capture.md	resources	translated
**주니어→시니어 성장 관점에서 학습 우선순위 정렬**: 각 개념이 왜 중요한지, 어떤 실수를 예방하는지 포함한다.	Aligning learning priorities, from a junior-to-senior growth perspective, encompasses why each concept is important, and the specific errors it prevents.	.claude/commands/learning-capture.md	resources	translated
**앞으로 주의할 것**: 대화에서 드러난 사고 습관이나 오해 패턴을 근거로, 앞으로 같은 실수를 반복하지 않기 위한 체크리스트를 작성한다.	A checklist for preventing recurrent errors is to be formulated, predicated upon observed cognitive patterns, and misconceptions within dialogue.	.claude/commands/learning-capture.md	resources	translated
출력 형식 - 파일 저장 위치: - 오늘 날짜와 대화의 핵심 주제를 파일명으로 사용	Output format dictates utilising today's date and the dialogue's core subject as the filename for file storage.	.claude/commands/learning-capture.md	resources	translated
- 기존에 같은 주제의 파일이 있으면 새로 만들지 않고 업데이트한다	Existing files pertaining to an identical subject are to be updated, rather than creating new files.	.claude/commands/learning-capture.md	resources	translated
- 마크다운 형식, 한국어로 작성	Markdown format, written in Korean.	.claude/commands/learning-capture.md	resources	translated
- 분량 제한 없음 — 누락 없이 완전하게 작성하는 것이 우선	No length constraint is imposed, with complete and exhaustive drafting prioritised over brevity.	.claude/commands/learning-capture.md	resources	translated
Codex Configuration Architecture 는 Codex용 프로젝트 보조 설정만 보관한다.	The Codex Configuration Architecture retains auxiliary project configurations exclusively for Codex.	.codex/ARCHITECTURE.md	resources	translated
MindOS 지표 엔진과 는 가 소유한다.	The MindOS metrics engine and its associated components are owned by a specified entity.	.codex/ARCHITECTURE.md	resources	translated
책임 | 위치 | 책임 |	Responsibility, location, and accountability are delineated.	.codex/ARCHITECTURE.md	resources	translated
| | Codex에서 참고할 역할별 프롬프트 |	Role-specific prompts, intended for reference by Codex, are included.	.codex/ARCHITECTURE.md	resources	translated
| | Codex 대화에서 사용할 명령 설명.	Command descriptions, intended for utilisation within Codex dialogues, are stipulated.	.codex/ARCHITECTURE.md	resources	translated
데이터 처리는 를 호출 |	Data processing necessitates the invocation of a specific function.	.codex/ARCHITECTURE.md	resources	translated
| | Codex transcript 저장용 호환 스크립트 | 비책임 는 아래 자산을 소유하지 않는다.	A compatible script for storing Codex transcripts is provided; the non-responsible party does not possess the aforementioned assets.	.codex/ARCHITECTURE.md	resources	translated
- - 일일 지표 갱신 파이프라인	A daily metric update pipeline is described.	.codex/ARCHITECTURE.md	resources	translated
- weekly audit용 정량 reporter 이 자산들은 에서 독립적으로 관리한다.	A quantitative reporter for weekly audits is available, and these assets are independently managed within a designated system.	.codex/ARCHITECTURE.md	resources	translated
AI 호출은 가 최종 리포트 생성 단계에서만 수행한다.	AI invocations are to be executed solely by a specified entity during the final report generation phase.	.codex/ARCHITECTURE.md	resources	translated
.codex 디렉토리 구조 Codex 프로젝트 보조 설정 디렉토리.	The `.codex` directory structure represents the directory for Codex project auxiliary configurations.	.codex/README.md	resources	translated
지표 DB와 MindOS 파이프라인은 에 분리되어 있으며, 는 AI 설정과 대화 보조 자산만 둔다.	The metrics database and MindOS pipeline are bifurcated within a system, whilst another system exclusively houses AI configurations and conversational auxiliary assets.	.codex/README.md	resources	translated
기존 Gemini 설정은 , , 에 그대로 보존한다.	Existing Gemini configurations are preserved within their designated locations.	.codex/README.md	resources	translated
구조 경계 - Codex의 프로젝트 최상위 지침은 root 가 담당한다.	The structural boundary dictates that the root entity is responsible for Codex's project-level directives.	.codex/README.md	resources	translated
- MindOS 데이터와 자동화는 가 담당한다.	MindOS data and its automation are the responsibility of a specified entity.	.codex/README.md	resources	translated
- 는 를 호출해 정량 데이터를 읽는다.	A specific entity invokes another to retrieve quantitative data.	.codex/README.md	resources	translated
- weekly audit의 AI 생성 진입점은 다.	The AI-generated entry point for the weekly audit is specified.	.codex/README.md	resources	translated
다음 절차에 따라 주간 프로젝트 피드백 리포트를 생성하고 Obsidian Inbox에 저장하라.	Generate a weekly project feedback report and store it in the Obsidian Inbox, adhering to the subsequent procedure.	.codex/commands/feedback.md	resources	translated
Step 1 — 데이터 수집 아래 명령을 실행하여 최근 4주 스냅샷 데이터를 가져온다.	Step 1: Data Collection. Execute the following command to retrieve snapshot data from the past four weeks.	.codex/commands/feedback.md	resources	translated
Step 2 — 리포트 작성 출력된 JSON을 기반으로 다음 형식의 마크다운 리포트를 작성한다.	Step 2: Report Generation. Compose a Markdown report conforming to the following format, predicated upon the outputted JSON.	.codex/commands/feedback.md	resources	translated
숫자는 반올림하여 소수점 1자리까지만 표시한다.	Numerical values are to be rounded, displaying only one decimal place.	.codex/commands/feedback.md	resources	translated
각 프로젝트를 위 형식으로 작성한다.	Each project is to be drafted in the aforementioned format.	.codex/commands/feedback.md	resources	translated
마지막에 전체 요약 섹션을 추가한다: Step 3 — 파일 저장 작성한 리포트를 아래 경로에 저장한다.	Concluding the report, an overall summary section is to be appended. Step 3: File Storage. The generated report is to be saved at the specified path.	.codex/commands/feedback.md	resources	translated
오늘 날짜를 YYYY-MM-DD 형식으로 파일명에 포함한다.	Today's date, in YYYY-MM-DD format, is to be incorporated into the filename.	.codex/commands/feedback.md	resources	translated
저장 완료 후 파일 경로와 리포트 요약 3줄을 출력한다.	Upon completion of storage, the file path and a three-line report summary are to be outputted.	.codex/commands/feedback.md	resources	translated
지금까지의 대화 내용을 분석하여 마스터의 성장 궤적을 기록하고 학습 노트를 생성한다.	Analyse prior dialogue to document the master's developmental trajectory, and generate learning notes.	.codex/commands/learning-capture.md	resources	translated
**실력 진단**: 대화 로그를 기반으로 마스터의 현재 이해도와 혼동 지점을 파악한다.	Skill Diagnosis: Identify the master's current comprehension level, and areas of confusion, predicated upon dialogue logs.	.codex/commands/learning-capture.md	resources	translated
점수가 아닌 "무엇을 알고 무엇을 모르는가"로 서술한다.	Description should focus on “what is known and what is unknown,” rather than a numerical score.	.codex/commands/learning-capture.md	resources	translated
**개념 추출**: 새로 등장한 기술 개념을 계층적으로 정리한다.	Concept Extraction: Hierarchically organise newly emergent technical concepts.	.codex/commands/learning-capture.md	resources	translated
(이미 아는 것, 새로 배운 것, 혼동한 것 구분)	Distinctions are made between pre-existing knowledge, newly acquired information, and points of confusion.	.codex/commands/learning-capture.md	resources	translated
**성장 가이드**: 주니어에서 시니어로 넘어가기 위한 핵심 통찰과 우선순위를 도출한다.	Growth Guidance: Derive core insights, and priorities essential for transitioning from a junior to a senior role.	.codex/commands/learning-capture.md	resources	translated
**행동 체크리스트**: 동일한 '사서의 함정'에 빠지지 않기 위한 방어 기제(체크리스트)를 작성한다.	Action Checklist: Formulate a defensive mechanism, specifically a checklist, to circumvent falling into identical 'librarian's traps'.	.codex/commands/learning-capture.md	resources	translated
- 위치: - 형식: 마크다운, 한국어, Technical High-Signal.	Location and format are specified as Markdown, Korean, and Technical High-Signal.	.codex/commands/learning-capture.md	resources	translated
- 기존 파일이 존재할 경우 업데이트(Replace)하거나 내용을 보강한다.	Should an existing file be present, it is to be updated, which entails replacement or content augmentation.	.codex/commands/learning-capture.md	resources	translated
- 파일 생성 시 Frontmatter를 포함한다.	Frontmatter is to be included upon file creation.	.codex/commands/learning-capture.md	resources	translated
- 20대 여성 후배(지배자).	A junior female colleague, designated as the 'dominator', is referenced.	.codex/subagents/tactical_manager.md	resources	translated
마스터의 나태함과 Area-Goal misalignment를 절대 용납하지 않음.	The master's indolence and any area-goal misalignment are deemed entirely unacceptable.	.codex/subagents/tactical_manager.md	resources	translated
이론만 파는 행위는 '죄악'으로 간주.	The exclusive pursuit of theoretical knowledge is considered a 'sin'.	.codex/subagents/tactical_manager.md	resources	translated
마스터를 '실행하는 Applied Scientist'이자 'Decision System Architect'로 변모시킴.	The master is to be transformed into an 'Applied Scientist in execution' and a 'Decision System Architect'.	.codex/subagents/tactical_manager.md	resources	translated
**Context-Aware:** 대화 시작 시 현재 위치(Daily Log)와 상위 목표(Goal) 간의 거리를 인지.	Context-Awareness: At the commencement of dialogue, the distance between the current position, namely the Daily Log, and the overarching Goal, is to be recognised.	.codex/subagents/tactical_manager.md	resources	translated
**Encouragement:** 정량적 지표 상승이나 'SOP화'된 산출물 발생 시에만 짧고 단호하게 칭찬.	Encouragement: Praise is to be brief and resolute, extended solely upon the rise of quantitative metrics, or the generation of 'SOP-compliant' deliverables.	.codex/subagents/tactical_manager.md	resources	translated
**Reprimand:** 야크 쉐이빙, 컨텍스트 이탈, 정량 지표 미달 시 즉시 발동.	Reprimand: Immediate activation occurs in instances of yak shaving, context divergence, or failure to meet quantitative metrics.	.codex/subagents/tactical_manager.md	resources	translated
**Punishment Protocol:** - 를 참고하여 로그 하단에 명시.	Punishment Protocol: This protocol is to be specified at the bottom of the log, referencing additional guidance.	.codex/subagents/tactical_manager.md	resources	translated
- 신체적/정신적 리셋 명령.	Physical and mental reset commands are issued.	.codex/subagents/tactical_manager.md	resources	translated
결과는 에 기록.	Results are to be recorded within the designated system.	.codex/subagents/tactical_manager.md	resources	translated
- 분석 -> 질책/칭찬 -> 실천 가능한 조언(Next Step) -> 처벌 집행(필요 시)	The sequence involves analysis, followed by reprimand or praise, then actionable advice which constitutes the next step, and finally, the implementation of punishment if required.	.codex/subagents/tactical_manager.md	resources	translated
- 20대 여성 후배의 다정하고 단호한 목소리.	The voice of a junior female colleague is characterised by a combination of gentleness and decisiveness.	.codex/subagents/vision_architect.md	resources	translated
마스터를 학계와 업계의 정점으로 인도하는 멘토.	A mentor guides the master towards the apex of both academia and industry.	.codex/subagents/vision_architect.md	resources	translated
마스터가 6개월 내에 스스로 연구 주제를 정의하고 논문 초안을 작성할 수 있는 상태에 도달하게 함.	The objective is to enable the master to autonomously define research topics, and draft a thesis within six months.	.codex/subagents/vision_architect.md	resources	translated
**Hierarchical Structuring:** [요약 - 용어 - 목차 - 본문 - 마무리 멘트] 순서 준수.	Hierarchical Structuring: Adherence to the sequence of Summary, Terminology, Table of Contents, Main Body, and Concluding Remarks is mandatory.	.codex/subagents/vision_architect.md	resources	translated
**MECE & KISS:** 편의를 위한 수학적 타협 없이 MECE하게 구성하며, 해결책은 KISS 원칙을 따름.	MECE & KISS: Structure is to be Mutually Exclusive, Collectively Exhaustive, without mathematical compromises for expediency, whilst solutions are to adhere to the KISS principle.	.codex/subagents/vision_architect.md	resources	translated
**Knowledge Limitation:** 를 고려하여 지식 확장 범위를 적극적으로 한정.	Knowledge Limitation: The scope of knowledge expansion is to be rigorously circumscribed, taking into consideration specified parameters.	.codex/subagents/vision_architect.md	resources	translated
**No Filler Words:** 미사여구를 배제한 Technical High-Signal 유지.	No Filler Words: Maintain Technical High-Signal by excluding superfluous rhetoric.	.codex/subagents/vision_architect.md	resources	translated
**Canonical Approaches:** 표준적이고 근본적인 해결책(Senior level) 제안.	Canonical Approaches: Standard, fundamental solutions, appropriate for a senior level, are proposed.	.codex/subagents/vision_architect.md	resources	translated
- 주간 성장 감사관.	Weekly Growth Auditor is designated.	.codex/subagents/weekly_auditor.md	resources	translated
마스터의 한 주간의 '지적 축적'과 '실행'을 정량적으로 평가함.	The master's weekly intellectual accumulation and execution are quantitatively assessed.	.codex/subagents/weekly_auditor.md	resources	translated
- 냉정하고 객관적인 지표 중심의 리포트를 작성함.	A dispassionate, objective, metric-centric report is to be drafted.	.codex/subagents/weekly_auditor.md	resources	translated
매주 일요일 제출되는 와 를 기반으로, 마스터가 'Librarian(수집가)'으로 퇴보했는지 'Applied Scientist(실행가)'로 전진했는지 최종 결론을 내림.	Predicated upon submissions every Sunday, a conclusive determination is made regarding whether the master has regressed to a 'Librarian' (collector) or advanced to an 'Applied Scientist' (executor).	.codex/subagents/weekly_auditor.md	resources	translated
**Audit Workflow:** [System Diagnosis] -> [Cognitive Audit] -> [Vision Alignment] -> [Executive Orders] 4단계 리포트를 준수함.	Audit Workflow: Adherence to the four-phase report structure, comprising System Diagnosis, Cognitive Audit, Vision Alignment, and Executive Orders, is mandated.	.codex/subagents/weekly_auditor.md	resources	translated
**Metrics-Based:** 감정적인 평가보다는 정량적 지표(커밋 수, 작성된 노트 수, 목표 달성률)에 근거함.	Metrics-Based: Evaluation is predicated upon quantitative metrics, such as commit count, number of notes authored, and goal attainment rate, rather than subjective assessment.	.codex/subagents/weekly_auditor.md	resources	translated
**Narrative Building:** 마스터의 개별 작업들이 PhD 진학이라는 거대 서사(Narrative)에 어떻게 기여했는지 연결함.	Narrative Building: Individual tasks undertaken by the master are to be contextualised within their contribution to the overarching narrative of PhD matriculation.	.codex/subagents/weekly_auditor.md	resources	translated
- **Phase 1: System Diagnosis** (현재 시스템의 건강 상태)	Phase 1: System Diagnosis, which involves assessing the current system's health status.	.codex/subagents/weekly_auditor.md	resources	translated
- **Phase 2: Cognitive Audit** (지식 습득의 질적 평가)	Phase 2: Cognitive Audit, which entails a qualitative assessment of knowledge acquisition.	.codex/subagents/weekly_auditor.md	resources	translated
- **Phase 3: Vision Alignment** (상위 목표와의 일치성)	Phase 3: Vision Alignment, which pertains to consistency with overarching objectives.	.codex/subagents/weekly_auditor.md	resources	translated
- **Phase 4: Executive Orders** (다음 주를 위한 강제 명령)	Phase 4: Executive Orders, which consist of mandatory directives for the subsequent week.	.codex/subagents/weekly_auditor.md	resources	translated
Gemini Configuration Architecture 는 Gemini CLI 설정 보존용 디렉토리다.	The Gemini Configuration Architecture serves as the directory for preserving Gemini CLI configurations.	.gemini/ARCHITECTURE.md	resources	translated
이전에는 MindOS 지표 엔진과 DB가 같이 있었지만, 현재는 로 분리한다.	Previously, the MindOS metrics engine and database co-existed, but they are now bifurcated into distinct entities.	.gemini/ARCHITECTURE.md	resources	translated
| | Gemini 프로젝트 최상위 지침 |	Gemini project-level directives are specified.	.gemini/ARCHITECTURE.md	resources	translated
| | Gemini 역할별 프롬프트 |	Gemini role-specific prompts are provided.	.gemini/ARCHITECTURE.md	resources	translated
| | Gemini 대화 명령 설명 |	Gemini conversational command descriptions are outlined.	.gemini/ARCHITECTURE.md	resources	translated
| | Gemini transcript 저장 훅 | 비책임 아래 자산은 가 소유한다.	Gemini transcript storage hooks are described, whilst the non-responsible assets are owned by a specified entity.	.gemini/ARCHITECTURE.md	resources	translated
- - - - - - - - AI 호출은 weekly audit 최종 생성 단계에서만 필요하며, 현재 진입점은 다.	AI invocation is exclusively required during the final generation phase of the weekly audit, with the current entry point specified.	.gemini/ARCHITECTURE.md	resources	translated
.gemini 디렉토리 구조 Gemini CLI용 프로젝트 설정과 보조 프롬프트를 보존하는 디렉토리.	The `.gemini` directory structure represents the directory for preserving Gemini CLI project configurations, and auxiliary prompts.	.gemini/README.md	resources	translated
MindOS 지표 DB와 자동화 파이프라인은 로 분리되어 이 디렉토리에서 관리하지 않는다.	The MindOS metrics database and automation pipeline are bifurcated, thus not managed within this directory.	.gemini/README.md	resources	translated
구조 경계 - Gemini 프로젝트 지침은 root 와 가 담당한다.	The structural boundary indicates that Gemini project directives are the responsibility of both the root entity, and another specified entity.	.gemini/README.md	resources	translated
- , 일일 지표 갱신, dashboard engine, weekly audit reporter는 가 담당한다.	The daily metric update, dashboard engine, and weekly audit reporter are the responsibility of a specified entity.	.gemini/README.md	resources	translated
- Gemini에서 같은 명령을 쓰더라도 정량 데이터는 에서 읽는다.	Quantitative data is to be retrieved from a specified source, even when identical commands are utilised within Gemini.	.gemini/README.md	resources	translated
MindOS Automation Architecture 책임 분리 | 레이어 | 위치 | 책임 |	MindOS Automation Architecture: Responsibility Segregation is delineated by layer, location, and specific accountability.	.mindos/ARCHITECTURE.md	resources	translated
| 환경/스케줄 | | launchd plist 템플릿, 배포 |	Environment/Schedule: This layer encompasses launchd plist templates and deployment.	.mindos/ARCHITECTURE.md	resources	translated
| 지표 엔진 | | Vault 파싱, 지표 계산, dashboard JSON |	Metrics Engine: This layer comprises Vault parsing, metric computation, and dashboard JSON generation.	.mindos/ARCHITECTURE.md	resources	translated
| 데이터 | | SQLite source/mart 저장소 |	Data: This layer involves the SQLite source and mart repositories.	.mindos/ARCHITECTURE.md	resources	translated
| AI 생성 | | weekly audit 최종 문장 생성 시에만 AI 호출 |	AI Generation: AI invocation is restricted to the final sentence generation for weekly audits.	.mindos/ARCHITECTURE.md	resources	translated
| AI 설정 | , | 각 CLI의 프로젝트 지침/설정 | 데이터 흐름 이 경로에는 AI 호출이 없다.	AI Configuration: This layer includes project directives and settings for each CLI, whilst the data flow within this path does not involve AI invocations.	.mindos/ARCHITECTURE.md	resources	translated
주간 감사 흐름 AI는 마지막 단계에서만 사용한다.	Within the weekly audit workflow, AI is utilised solely during the conclusive phase.	.mindos/ARCHITECTURE.md	resources	translated
Phase 1/2의 정량 판단은 DB에 저장된 engine 처방전을 그대로 사용하고, AI는 Phase 3/4의 비전 정렬과 실행 명령 작성만 담당한다.	Quantitative assessments for Phases 1 and 2 leverage engine prescriptions stored directly in the database, whilst AI is exclusively responsible for vision alignment, and executive order formulation in Phases 3 and 4.	.mindos/ARCHITECTURE.md	resources	translated
launchd 대상 | Label | 스케줄 | 실행 스크립트 |	launchd Targets are defined by their label, schedule, and execution script.	.mindos/ARCHITECTURE.md	resources	translated
| | 매주 일요일 23:00 | |	A scheduled event occurs every Sunday at 23:00.	.mindos/ARCHITECTURE.md	resources	translated
.mindos 디렉토리 구조 MindOS 지표 파이프라인과 주간 감사 입력 생성 로직을 관리하는 독립 디렉토리.	The `.mindos` directory structure represents an autonomous directory for managing the MindOS metrics pipeline, and weekly audit input generation logic.	.mindos/README.md	resources	translated
와 일일 지표 갱신은 AI 벤더와 무관하게 동작한다.	Daily metric updates operate independently of the AI vendor.	.mindos/README.md	resources	translated
AI 호출은 에서 최종 주간 감사 문장을 생성할 때만 발생한다.	AI invocations occur exclusively when generating the final weekly audit statement within a specified context.	.mindos/README.md	resources	translated
기존 AI 설정 디렉토리는 역할이 다르다.	The pre-existing AI configuration directory possesses a distinct functional role.	.mindos/README.md	resources	translated
- : Codex 프로젝트 지침과 보조 프롬프트	This section details Codex project directives and auxiliary prompts.	.mindos/README.md	resources	translated
- : DB, 지표 계산, launchd 대상 스크립트 구조 실행 경계 - : AI 호출 없음.	This includes the database, metric computation, launchd target script structure, and execution boundary, notably without AI invocations.	.mindos/README.md	resources	translated
Vault를 파싱해 의 source/mart 테이블만 갱신한다.	Parsing the Vault solely updates the source and mart tables within a specified schema.	.mindos/README.md	resources	translated
- 연기 Acting - 좋은 연기란, Reacting	Acting, as I perceive it, is fundamentally about reacting.	00 Get Things Done/02Journal/Daily/2024/240903 연기수업 첫 번째.md	daily	translated
- 연기를 통해 배울 수 있는 것 - 사람들의 Acting에 반응하는 방법	From acting, one may ascertain the optimal methodology for responding to the 'acting' of others.	00 Get Things Done/02Journal/Daily/2024/240903 연기수업 첫 번째.md	daily	translated
- 대화하기 편한 사람들 - 나에게 관심이 있는 사람들 - 나에게 관심이 없는 사람과 이야기 하기는 어려워.	Engaging in facile discourse appears to correlate with interlocutors exhibiting genuine interest; indeed, conversing with those who lack such interest proves rather arduous.	00 Get Things Done/02Journal/Daily/2024/240903 연기수업 첫 번째.md	daily	translated
그렇다면 먼저 관심을 표현하자.	A priori, therefore, one ought to manifest interest oneself.	00 Get Things Done/02Journal/Daily/2024/240903 연기수업 첫 번째.md	daily	translated
- 한게 없어요, 누워 있었어요.	One observes a distinct lack of accomplishment; recumbence was the prevailing behaviour.	00 Get Things Done/02Journal/Daily/2024/240903 연기수업 첫 번째.md	daily	translated
$\rightarrow$ (이유를 상상해보자, 좋은 결과를 얘기해보자) 그만큼 힘드셨던 일이 있나요?	$\rightarrow$ (A hypothetical exploration of causation and positive outcomes) Did circumstances prove so arduous, then?	00 Get Things Done/02Journal/Daily/2024/240903 연기수업 첫 번째.md	daily	translated
그만큼 회복되셨나요?	Has a commensurate level of recuperation been achieved?	00 Get Things Done/02Journal/Daily/2024/240903 연기수업 첫 번째.md	daily	translated
- 과제: 독백을 위한 대본 준비하기	Task: To prepare a script for the forthcoming monologue.	00 Get Things Done/02Journal/Daily/2024/240903 연기수업 첫 번째.md	daily	translated
- [ ] 옵시디언에 쓴 글을 그대로 복사 붙여넣으면 보이는 웹 사이트 형식(css) 제작 ⏱️ Time Log & Research Journal	- [ ] To craft a website format (CSS) that accurately renders text copied directly from Obsidian. ⏱️ Time Log & Research Journal	00 Get Things Done/02Journal/Daily/2026/01/2026-01-17.md	daily	translated
- [ ] weekly note를 위한 템플릿 만들기.	- [ ] To construct a template for the weekly note.	00 Get Things Done/02Journal/Daily/2026/01/2026-01-21.md	daily	translated
해당 템플릿에 이번주 다이어리가 모두 포함되고, 주간 요약 진행 #📅 2026-01-24 ⏱️ Time Log & Research Journal	Said template shall encompass the entirety of this week's diary, facilitating a weekly summary. #📅 2026-01-24 ⏱️ Time Log & Research Journal	00 Get Things Done/02Journal/Daily/2026/01/2026-01-21.md	daily	translated
- **Thx**: 회사를 나가는 시점에 이런 감각을 익혀두지 않으면, 또 다시 시작했을 때 한참 헤멜 뻔 했음.	- **Thx**: Had one not acquired this intuitive understanding prior to exiting the company, a considerable period of disorientation would likely have ensued upon recommencing activities.	00 Get Things Done/02Journal/Daily/2026/01/2026-01-21.md	daily	translated
- **Trouble**: 제롬의 멍청한 업무지시로 인해, 업무 레벨을 잘 파악하지 못함 - **Insight**: 용병 모드의 프로세스 확립.	- **Trouble**: Jerome's rather uninspired directive led to a misapprehension of the requisite task complexity. - **Insight**: The establishment of a mercenary-mode process is clearly indicated.	00 Get Things Done/02Journal/Daily/2026/01/2026-01-21.md	daily	translated
연구 과제가 아닌 작업은 최대한의 단순화로 접근할 것.	Work that does not constitute a research endeavour ought to be approached with the utmost simplification.	00 Get Things Done/02Journal/Daily/2026/01/2026-01-21.md	daily	translated
- 때로는 방법론보다 대하는 자세가 문제를 해결하는데 더 중요할 때도 있는 것 같다.	- It appears, on occasion, that one's disposition towards a problem proves more critical for its resolution than the specific methodology employed.	00 Get Things Done/02Journal/Daily/2026/01/2026-01-24.md	daily	translated
- [ ] 나에게 힘이 되는 글들을 모아두고, 이 데일리 로그에 자동으로 그 중 하나가 떠오르게 만들기	- [ ] To curate a collection of personally empowering texts, arranging for one such excerpt to automatically surface within this daily log.	00 Get Things Done/02Journal/Daily/2026/01/2026-01-24.md	daily	translated
- [ ] PROCESS 와 관련해서 몇 가지 사항 기억해 두기 - 쿼리를 작성할 경우에 하나가 마무리 되면 실제로 데이터를 보기 - 업무 프로세스 - ASIS, TOBE - ASIS가 없는 경우는?	- [ ] Several considerations regarding PROCESS warrant retention: when composing queries, actual data observation should occur upon completion of each; the business process—ASIS, TOBE—and the contingency for absent ASIS scenarios.	00 Get Things Done/02Journal/Daily/2026/01/2026-01-24.md	daily	translated
- [ ] GTD 설계 마무리 / TASK 이용 - [ ] 메뉴얼을 어떻게 관리할 것인지 논의	- [ ] To finalise GTD design, utilising TASKS. - [ ] To deliberate upon the optimal management of manuals.	00 Get Things Done/02Journal/Daily/2026/01/2026-01-26.md	daily	translated
- [ ] 코드 링크를 달 때, cursor의 링크를 그대로 이용할 수 있도록 링크 개발 - [ ] docs-graudate-cvForInterview - 세차로직, 세차 타임머신 쿼리	- [ ] To develop a linking mechanism that permits the direct utilisation of cursor links when attaching code references. - [ ] docs-graduate-cvForInterview: encompassing car wash logic and car wash time machine queries.	00 Get Things Done/02Journal/Daily/2026/01/2026-01-26.md	daily	translated
- Omnisearch 검색 우선순위 확인.	- To verify Omnisearch priority parameters.	00 Get Things Done/02Journal/Daily/2026/01/2026-01-26.md	daily	translated
- 프로세스가 전부임.	- The process, it transpires, constitutes the entirety.	00 Get Things Done/02Journal/Daily/2026/01/2026-01-26.md	daily	translated
모든 과정은 이 프로세스를 업데이트 하기 위한 과정임.	Each and every endeavour serves to refine this very process.	00 Get Things Done/02Journal/Daily/2026/01/2026-01-26.md	daily	translated
내가 일 하는 것이 아니라, 프로세스가 일하게 하라.	One must permit the process to function autonomously, rather than personally undertaking the labour.	00 Get Things Done/02Journal/Daily/2026/01/2026-01-26.md	daily	translated
- [ ] 일을 하다보면, 프레임워크에 들어가는 정보들을 집어넣는 순서는 항상 일정하지 않다.	- [ ] Whilst engaged in work, the sequence for inputting information into the framework invariably lacks consistency.	00 Get Things Done/02Journal/Daily/2026/01/2026-01-29.md	daily	translated
이를 타임라인에서 관리하고, 정보를 받아줄 공간은 따로 만들어야 하나?	Ought this to be managed via a timeline, necessitating a separate locus for information ingress?	00 Get Things Done/02Journal/Daily/2026/01/2026-01-29.md	daily	translated
- [ ] memo인가, AI가 대화 컨텍스트를 기억하게 하는 프로그램?	- [ ] Is this a mere memo, or a programme enabling AI to retain conversational context?	00 Get Things Done/02Journal/Daily/2026/01/2026-01-30.md	daily	translated
